@relation '.\\uk-2007-05.content_based_features.csv'

@attribute HST_1 numeric
@attribute HST_2 numeric
@attribute HST_3 numeric
@attribute HST_4 numeric
@attribute HST_5 numeric
@attribute HST_6 numeric
@attribute HST_7 numeric
@attribute HST_8 numeric
@attribute HST_9 numeric
@attribute HST_10 numeric
@attribute HST_11 numeric
@attribute HST_12 numeric
@attribute HST_13 numeric
@attribute HST_14 numeric
@attribute HST_15 numeric
@attribute HST_16 numeric
@attribute HST_17 numeric
@attribute HST_18 numeric
@attribute HST_19 numeric
@attribute HST_20 numeric
@attribute HST_21 numeric
@attribute HST_22 numeric
@attribute HST_23 numeric
@attribute HST_24 numeric
@attribute HMG_25 numeric
@attribute HMG_26 numeric
@attribute HMG_27 numeric
@attribute HMG_28 numeric
@attribute HMG_29 numeric
@attribute HMG_30 numeric
@attribute HMG_31 numeric
@attribute HMG_32 numeric
@attribute HMG_33 numeric
@attribute HMG_34 numeric
@attribute HMG_35 numeric
@attribute HMG_36 numeric
@attribute HMG_37 numeric
@attribute HMG_38 numeric
@attribute HMG_39 numeric
@attribute HMG_40 numeric
@attribute HMG_41 numeric
@attribute HMG_42 numeric
@attribute HMG_43 numeric
@attribute HMG_44 numeric
@attribute HMG_45 numeric
@attribute HMG_46 numeric
@attribute HMG_47 numeric
@attribute HMG_48 numeric
@attribute AVG_49 numeric
@attribute AVG_50 numeric
@attribute AVG_51 numeric
@attribute AVG_52 numeric
@attribute AVG_53 numeric
@attribute AVG_54 numeric
@attribute AVG_55 numeric
@attribute AVG_56 numeric
@attribute AVG_57 numeric
@attribute AVG_58 numeric
@attribute AVG_59 numeric
@attribute AVG_60 numeric
@attribute AVG_61 numeric
@attribute AVG_62 numeric
@attribute AVG_63 numeric
@attribute AVG_64 numeric
@attribute AVG_65 numeric
@attribute AVG_66 numeric
@attribute AVG_67 numeric
@attribute AVG_68 numeric
@attribute AVG_69 numeric
@attribute AVG_70 numeric
@attribute AVG_71 numeric
@attribute AVG_72 numeric
@attribute STD_73 numeric
@attribute STD_74 numeric
@attribute STD_75 numeric
@attribute STD_76 numeric
@attribute STD_77 numeric
@attribute STD_78 numeric
@attribute STD_79 numeric
@attribute STD_80 numeric
@attribute STD_81 numeric
@attribute STD_82 numeric
@attribute STD_83 numeric
@attribute STD_84 numeric
@attribute STD_85 numeric
@attribute STD_86 numeric
@attribute STD_87 numeric
@attribute STD_88 numeric
@attribute STD_89 numeric
@attribute STD_90 numeric
@attribute STD_91 numeric
@attribute STD_92 numeric
@attribute STD_93 numeric
@attribute STD_94 numeric
@attribute STD_95 numeric
@attribute STD_96 numeric
@attribute class {spam,nonspam}

@data
217,2,5.631336,0.110599,0.027924,2.052782,0.087558,0.18894,0.281106,0.400922,0.19,0.205,0.122,0.087,0.02765,0.069124,0.16129,0.24424,0.06,0.075,0.07,0.053,5.342413,5.259161,217,2,5.631336,0.110599,0.027924,2.052782,0.087558,0.18894,0.281106,0.400922,0.19,0.205,0.122,0.087,0.02765,0.069124,0.16129,0.24424,0.06,0.075,0.07,0.053,5.342413,5.259161,324.6,2,5.433715,0.070027,0.02767,2.278608,0.091582,0.177387,0.265163,0.367805,0.25,0.255,0.1612,0.111,0.036743,0.078397,0.159963,0.219755,0.104,0.111,0.0988,0.0692,5.570508,5.345162,26624.24,0,0.155016,0.001341,0.000051,0.045584,0.001261,0.001999,0.001869,0.00418,0.00192,0.00413,0.003908,0.001742,0.000249,0.000682,0.000571,0.000454,0.003104,0.000994,0.001798,0.001006,0.301276,0.460021,nonspam
82,4,5,0,0.026375,2.033058,0.146341,0.170732,0.268293,0.317073,0.12,0.07,0.044,0.026,0.02439,0.060976,0.158537,0.219512,0.02,0.025,0.026,0.018,4.306171,4.131864,82,4,5,0,0.026375,2.033058,0.146341,0.170732,0.268293,0.317073,0.12,0.07,0.044,0.026,0.02439,0.060976,0.158537,0.219512,0.02,0.025,0.026,0.018,4.306171,4.131864,119.238095,2.095238,4.837293,0.020082,0.038233,1.844352,0.115564,0.146965,0.209804,0.268651,0.1,0.067381,0.042762,0.028333,0.033197,0.065612,0.142453,0.19079,0.031429,0.032619,0.028095,0.020048,4.545311,4.482841,3577.800454,1.038549,0.119272,0.000396,0.000189,0.051939,0.007305,0.008788,0.008098,0.00883,0.001105,0.000492,0.000261,0.000131,0.000484,0.001202,0.005054,0.005768,0.000222,0.000173,0.000118,0.000081,0.556233,0.550774,nonspam
508,10,5.242126,0.003937,0.035093,2.42246,0.062992,0.122047,0.242126,0.318898,0.32,0.31,0.246,0.162,0.027559,0.045276,0.125984,0.190945,0.14,0.115,0.128,0.097,6.175688,6.04069,508,10,5.242126,0.003937,0.035093,2.42246,0.062992,0.122047,0.242126,0.318898,0.32,0.31,0.246,0.162,0.027559,0.045276,0.125984,0.190945,0.14,0.115,0.128,0.097,6.175688,6.04069,281.886792,6.037736,5.642036,0.072035,0.036041,2.341414,0.097277,0.160538,0.269436,0.354848,0.257925,0.212642,0.144151,0.097245,0.039837,0.078048,0.169617,0.2369,0.107736,0.096792,0.084264,0.061151,5.247679,4.933415,59355.006052,22.791029,0.241775,0.017325,0.000379,0.203647,0.002336,0.004218,0.005559,0.005535,0.037647,0.020352,0.010494,0.00634,0.000474,0.001115,0.001968,0.002474,0.00721,0.004623,0.002254,0.001444,0.415146,0.575628,nonspam
200,2,4.905,0.03,0.041144,2.025729,0.09,0.135,0.215,0.28,0.18,0.135,0.086,0.056,0.055,0.08,0.125,0.155,0.11,0.08,0.05,0.031,5.281266,5.258058,200,2,4.905,0.03,0.041144,2.025729,0.09,0.135,0.215,0.28,0.18,0.135,0.086,0.056,0.055,0.08,0.125,0.155,0.11,0.08,0.05,0.031,5.281266,5.258058,243.090909,4.727273,4.948774,0.006515,0.045839,1.965614,0.085571,0.119425,0.175813,0.267585,0.205455,0.143636,0.087636,0.062182,0.03977,0.062248,0.107115,0.152609,0.104545,0.076818,0.057273,0.039909,5.061298,4.973995,81530.264463,2.016529,0.143402,0.000101,0.000493,0.037896,0.001657,0.00219,0.003256,0.003124,0.045916,0.022841,0.00958,0.004062,0.000378,0.00128,0.002695,0.00274,0.017534,0.007601,0.004596,0.002382,0.668211,0.678659,nonspam
288,11,4.628472,0.006944,0.034147,2.124509,0.065972,0.104167,0.170139,0.225694,0.19,0.15,0.098,0.065,0.027778,0.052083,0.118056,0.149306,0.08,0.075,0.068,0.043,5.503962,5.091367,147,11,4.408163,0,0.017624,1.967822,0.156463,0.190476,0.265306,0.333333,0.23,0.14,0.078,0.049,0.040816,0.061224,0.115646,0.176871,0.06,0.045,0.034,0.026,4.864349,4.550573,575.083333,6.083333,4.61533,0.000579,0.050396,2.018779,0.066526,0.088968,0.157485,0.214306,0.218333,0.157917,0.117,0.088,0.03306,0.051133,0.084534,0.131407,0.128333,0.112083,0.088167,0.06775,5.310571,5.05851,799699.909722,17.576389,0.066169,0.000004,0.000892,0.148076,0.00219,0.002953,0.005311,0.006034,0.057364,0.028135,0.018422,0.012102,0.000401,0.000697,0.001325,0.001369,0.023497,0.019773,0.015709,0.009552,2.289206,2.195649,nonspam
12,4,4.583333,0.083333,0.021314,1.264151,0.166667,0.333333,0.5,0.5,0.02,0.02,0.012,0.006,0,0.083333,0.25,0.416667,0,0.005,0.006,0.005,2.025326,1.703439,12,4,4.583333,0.083333,0.021314,1.264151,0.166667,0.333333,0.5,0.5,0.02,0.02,0.012,0.006,0,0.083333,0.25,0.416667,0,0.005,0.006,0.005,2.025326,1.703439,12,4,4.583333,0.083333,0.021314,1.264151,0.166667,0.333333,0.5,0.5,0.02,0.02,0.012,0.006,0,0.083333,0.25,0.416667,0,0.005,0.006,0.005,2.025326,1.703439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
61,5,5.803279,0.344262,0.015152,1.729167,0.081967,0.114754,0.262295,0.47541,0.05,0.035,0.032,0.029,0.032787,0.065574,0.163934,0.278689,0.02,0.02,0.02,0.017,4.030544,3.915819,61,5,5.803279,0.344262,0.015152,1.729167,0.081967,0.114754,0.262295,0.47541,0.05,0.035,0.032,0.029,0.032787,0.065574,0.163934,0.278689,0.02,0.02,0.02,0.017,4.030544,3.915819,87.153846,1.923077,4.765411,0.272179,0.028704,1.587179,0.085973,0.126205,0.212883,0.322247,0.058462,0.047692,0.036308,0.027769,0.05583,0.100462,0.156682,0.239276,0.060769,0.044615,0.027846,0.021231,3.964326,3.935608,7141.976331,1.609467,0.388688,0.028366,0.000565,0.104659,0.001544,0.002645,0.005158,0.014144,0.00189,0.001541,0.000901,0.000432,0.001593,0.003207,0.005328,0.00838,0.004653,0.002056,0.000549,0.000281,1.181052,1.179347,nonspam
240,10,5.5125,0.154167,0.016536,2.248921,0.05,0.0875,0.166667,0.2125,0.12,0.105,0.08,0.051,0.033333,0.041667,0.0875,0.145833,0.08,0.05,0.042,0.035,5.406,5.188523,240,10,5.5125,0.154167,0.016536,2.248921,0.05,0.0875,0.166667,0.2125,0.12,0.105,0.08,0.051,0.033333,0.041667,0.0875,0.145833,0.08,0.05,0.042,0.035,5.406,5.188523,519.963855,6.156627,4.992694,0.020704,0.029879,2.354229,0.053325,0.087946,0.168132,0.220917,0.23506,0.194036,0.153904,0.102373,0.035398,0.053345,0.097952,0.15239,0.145301,0.121687,0.091157,0.072072,5.888487,5.619035,120783.311947,4.469444,0.113086,0.00173,0.000282,0.084635,0.000742,0.001977,0.00384,0.004464,0.017488,0.010291,0.006056,0.002902,0.000741,0.000888,0.002186,0.002396,0.010463,0.005419,0.002979,0.001559,0.795447,0.76182,nonspam
239,12,4.895397,0.100418,0.047411,2.164363,0.062762,0.146444,0.23431,0.305439,0.15,0.175,0.112,0.073,0.004184,0.033473,0.087866,0.179916,0.01,0.04,0.042,0.043,5.421265,5.260087,123,6,4.414634,0.00813,0.058321,1.876056,0.097561,0.162602,0.235772,0.284553,0.12,0.1,0.058,0.035,0.03252,0.089431,0.105691,0.154472,0.04,0.055,0.026,0.019,4.749963,4.614338,142.666667,8,4.855869,0.036183,0.041711,1.993129,0.119097,0.204025,0.288007,0.338078,0.133333,0.125,0.074,0.045333,0.012235,0.051069,0.094822,0.172069,0.016667,0.035,0.026667,0.024667,4.727571,4.557472,5181.555556,8,0.119206,0.002074,0.000269,0.01532,0.003234,0.004945,0.005611,0.003785,0.000156,0.00125,0.000728,0.000391,0.000209,0.000737,0.000061,0.000155,0.000289,0.00035,0.00015,0.000176,0.331498,0.357904,nonspam
37,1,4.162162,0,0.061157,1.578512,0.243243,0.243243,0.351351,0.378378,0.09,0.045,0.026,0.014,0.027027,0.189189,0.216216,0.243243,0.01,0.035,0.016,0.009,3.367015,3.086245,37,1,4.162162,0,0.061157,1.578512,0.243243,0.243243,0.351351,0.378378,0.09,0.045,0.026,0.014,0.027027,0.189189,0.216216,0.243243,0.01,0.035,0.016,0.009,3.367015,3.086245,37,1,4.162162,0,0.061157,1.578512,0.243243,0.243243,0.351351,0.378378,0.09,0.045,0.026,0.014,0.027027,0.189189,0.216216,0.243243,0.01,0.035,0.016,0.009,3.367015,3.086245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
209,3,4.277512,0.282297,0.028251,1.901724,0.066986,0.095694,0.177033,0.239234,0.14,0.1,0.074,0.05,0.028708,0.057416,0.100478,0.133971,0.06,0.06,0.042,0.028,5.326022,5.303608,209,3,4.277512,0.282297,0.028251,1.901724,0.066986,0.095694,0.177033,0.239234,0.14,0.1,0.074,0.05,0.028708,0.057416,0.100478,0.133971,0.06,0.06,0.042,0.028,5.326022,5.303608,209,3,4.277512,0.282297,0.028251,1.901724,0.066986,0.095694,0.177033,0.239234,0.14,0.1,0.074,0.05,0.028708,0.057416,0.100478,0.133971,0.06,0.06,0.042,0.028,5.326022,5.303608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
1862,3,4.879699,0.093448,0.0463,2.79571,0.095596,0.183136,0.255102,0.353383,1.78,1.705,0.95,0.658,0.056928,0.104726,0.162191,0.22449,1.06,0.975,0.604,0.418,7.282759,6.419892,1862,3,4.879699,0.093448,0.0463,2.79571,0.095596,0.183136,0.255102,0.353383,1.78,1.705,0.95,0.658,0.056928,0.104726,0.162191,0.22449,1.06,0.975,0.604,0.418,7.282759,6.419892,916.111511,3.014388,4.837755,0.03192,0.05563,2.394189,0.09978,0.209307,0.283845,0.369768,0.884317,0.953867,0.51141,0.335212,0.070546,0.098863,0.171042,0.228765,0.661871,0.466655,0.319554,0.213903,6.536963,6.140902,276908.451594,0.244397,0.009617,0.000992,0.000149,0.073458,0.000469,0.000573,0.000811,0.000959,0.25763,0.162694,0.049904,0.029486,0.000363,0.000395,0.001078,0.001624,0.044342,0.060215,0.021823,0.009776,0.672815,0.587221,nonspam
145,0,4.903448,0.158621,0.019026,2.211886,0.117241,0.172414,0.234483,0.282759,0.17,0.125,0.068,0.041,0.034483,0.103448,0.158621,0.186207,0.05,0.075,0.046,0.027,4.887666,4.690001,145,0,4.903448,0.158621,0.019026,2.211886,0.117241,0.172414,0.234483,0.282759,0.17,0.125,0.068,0.041,0.034483,0.103448,0.158621,0.186207,0.05,0.075,0.046,0.027,4.887666,4.690001,250.636364,0,5.038192,0.166461,0.033404,2.170724,0.152546,0.215848,0.278206,0.328156,0.241818,0.175455,0.096182,0.059455,0.051201,0.101712,0.184647,0.230476,0.100909,0.095,0.064182,0.045364,4.983117,4.715682,79875.140496,0,0.077428,0.023981,0.000567,0.072636,0.006712,0.012714,0.014601,0.0149,0.025215,0.011707,0.003525,0.001433,0.00153,0.001565,0.006306,0.00821,0.013226,0.0043,0.001332,0.00126,0.804916,0.797305,nonspam
155,0,4.845161,0.851613,0.040114,2.305344,0.096774,0.167742,0.245161,0.290323,0.15,0.13,0.076,0.045,0.012903,0.051613,0.109677,0.129032,0.02,0.04,0.034,0.02,4.828703,4.335478,155,0,4.845161,0.851613,0.040114,2.305344,0.096774,0.167742,0.245161,0.290323,0.15,0.13,0.076,0.045,0.012903,0.051613,0.109677,0.129032,0.02,0.04,0.034,0.02,4.828703,4.335478,171.5,0,4.716745,0.343619,0.021238,2.070255,0.115488,0.18291,0.277579,0.340188,0.213333,0.160833,0.095,0.056833,0.019757,0.036526,0.077285,0.121732,0.028333,0.026667,0.023667,0.019667,4.8864,4.640812,7412.25,0,0.964928,0.058951,0.000097,0.103888,0.001222,0.001456,0.00131,0.002285,0.022956,0.00937,0.002372,0.000692,0.000083,0.000212,0.000567,0.000662,0.000114,0.000106,0.000081,0.000063,0.196781,0.11324,nonspam
199,7,5.070352,0.045226,0.005069,1.948387,0.115578,0.19598,0.366834,0.432161,0.23,0.195,0.146,0.086,0.095477,0.110553,0.21608,0.281407,0.19,0.11,0.086,0.056,5.262093,5.192193,339,7,5.79351,0,0.010067,2.684149,0.061947,0.221239,0.312684,0.439528,0.21,0.375,0.212,0.149,0.109145,0.19174,0.297935,0.377581,0.37,0.325,0.202,0.128,5.642652,5.010906,236.847185,11.380697,4.828394,0.172763,0.009152,2.001692,0.161383,0.224964,0.353624,0.427329,0.404182,0.279611,0.168483,0.098233,0.064539,0.082844,0.154527,0.206961,0.155603,0.101609,0.075399,0.050727,5.12184,4.755469,10094.295682,12.02129,0.134165,0.007675,0.000076,0.07832,0.003674,0.005597,0.003911,0.0026,0.040863,0.013745,0.003596,0.001384,0.000644,0.00093,0.002883,0.004495,0.00331,0.001656,0.000702,0.000317,0.741458,0.717908,nonspam
5,5,5.6,0,0.01548,0.804878,0.2,0.2,0.2,0.2,0.01,0.005,0.002,0.001,0,0,0.2,0.2,0,0,0.002,0.001,1.098612,1.098612,5,5,5.6,0,0.01548,0.804878,0.2,0.2,0.2,0.2,0.01,0.005,0.002,0.001,0,0,0.2,0.2,0,0,0.002,0.001,1.098612,1.098612,344.436782,0.028736,5.021646,0.293105,0.051036,2.062065,0.04831,0.084005,0.145802,0.232784,0.126092,0.118161,0.084437,0.067741,0.033875,0.063474,0.111834,0.199194,0.101667,0.091034,0.066011,0.05804,5.472694,5.392773,100287.556348,0.142852,0.158669,0.027575,0.000528,0.035638,0.000785,0.00134,0.002276,0.004584,0.007301,0.007533,0.003816,0.002457,0.000313,0.000724,0.001206,0.003145,0.008283,0.004457,0.002416,0.001735,0.708153,0.656007,nonspam
12,3,5.416667,0.083333,0.017366,1.480769,0.25,0.5,0.5,0.666667,0.03,0.03,0.012,0.008,0,0.166667,0.416667,0.416667,0,0.01,0.01,0.005,2.163956,2.003012,12,3,5.416667,0.083333,0.017366,1.480769,0.25,0.5,0.5,0.666667,0.03,0.03,0.012,0.008,0,0.166667,0.416667,0.416667,0,0.01,0.01,0.005,2.163956,2.003012,12,3,5.416667,0.083333,0.017366,1.480769,0.25,0.5,0.5,0.666667,0.03,0.03,0.012,0.008,0,0.166667,0.416667,0.416667,0,0.01,0.01,0.005,2.163956,2.003012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
533,10,4.482176,0.04878,0.04187,2.120464,0.069418,0.110694,0.166979,0.225141,0.37,0.295,0.178,0.12,0.026266,0.04878,0.103189,0.15197,0.14,0.13,0.11,0.081,6.235125,6.106905,533,10,4.482176,0.04878,0.04187,2.120464,0.069418,0.110694,0.166979,0.225141,0.37,0.295,0.178,0.12,0.026266,0.04878,0.103189,0.15197,0.14,0.13,0.11,0.081,6.235125,6.106905,342.6,10,4.480731,0.083122,0.032754,2.162032,0.115779,0.161224,0.213228,0.283059,0.362,0.257,0.1388,0.0932,0.0299,0.065351,0.118531,0.162938,0.098,0.102,0.0776,0.0546,5.691579,5.46282,11455.44,0,0.004361,0.000598,0.000033,0.03185,0.001295,0.001907,0.002113,0.001815,0.001016,0.001466,0.000705,0.000304,0.000048,0.000747,0.00068,0.000274,0.000536,0.000466,0.000303,0.000196,0.1176,0.228657,nonspam
696,8,4.454023,0.093391,0.044903,2.834951,0.117816,0.142241,0.359195,0.393678,0.82,0.495,0.5,0.274,0.070402,0.08046,0.146552,0.212644,0.49,0.28,0.204,0.148,6.107091,5.299319,696,8,4.454023,0.093391,0.044903,2.834951,0.117816,0.142241,0.359195,0.393678,0.82,0.495,0.5,0.274,0.070402,0.08046,0.146552,0.212644,0.49,0.28,0.204,0.148,6.107091,5.299319,567.06,4.11,4.382199,0.087087,0.040393,3.18391,0.144886,0.157296,0.402633,0.437914,0.7601,0.42005,0.42686,0.23477,0.076386,0.082794,0.153706,0.222889,0.4027,0.2233,0.16586,0.12052,5.662684,4.662088,93314.3564,3.2779,0.030857,0.001242,0.000158,0.114886,0.000777,0.000593,0.004745,0.003627,0.024011,0.016851,0.009807,0.004418,0.000376,0.000198,0.000444,0.00077,0.007586,0.00605,0.003395,0.001747,0.250591,0.372602,nonspam
208,0,4.596154,0,0.023329,1.95302,0.110577,0.168269,0.269231,0.3125,0.23,0.175,0.112,0.065,0.057692,0.057692,0.120192,0.197115,0.12,0.06,0.05,0.041,5.327876,5.327876,208,0,4.596154,0,0.023329,1.95302,0.110577,0.168269,0.269231,0.3125,0.23,0.175,0.112,0.065,0.057692,0.057692,0.120192,0.197115,0.12,0.06,0.05,0.041,5.327876,5.327876,143.5,0,4.77276,0,0.014486,1.85666,0.11858,0.1854,0.324489,0.377769,0.165,0.1275,0.086,0.05,0.035175,0.041504,0.142375,0.22514,0.065,0.035,0.038,0.0305,4.835841,4.835841,4160.25,0,0.03119,0,0.000078,0.009285,0.000064,0.000293,0.003053,0.00426,0.004225,0.002256,0.000676,0.000225,0.000507,0.000262,0.000492,0.000785,0.003025,0.000625,0.000144,0.00011,0.242099,0.242099,nonspam
399,3,5.368421,0.030075,0.06749,2.236796,0.055138,0.077694,0.150376,0.18797,0.22,0.155,0.12,0.075,0.027569,0.0401,0.085213,0.117794,0.11,0.08,0.068,0.047,5.920445,5.718489,399,3,5.368421,0.030075,0.06749,2.236796,0.055138,0.077694,0.150376,0.18797,0.22,0.155,0.12,0.075,0.027569,0.0401,0.085213,0.117794,0.11,0.08,0.068,0.047,5.920445,5.718489,546.105263,6.947368,5.027932,0.074892,0.064718,2.159403,0.052333,0.084814,0.141561,0.195148,0.262982,0.216491,0.151368,0.104263,0.024729,0.041737,0.08228,0.125687,0.137018,0.114561,0.090035,0.069386,6.164133,6.066684,71946.971376,1.874423,0.015384,0.000547,0.000202,0.016065,0.000448,0.000792,0.001012,0.001549,0.010842,0.008368,0.00619,0.002793,0.000022,0.000065,0.00043,0.000497,0.005695,0.004497,0.002703,0.001584,0.190846,0.174529,nonspam
110,8,5.218182,0.281818,0.01551,2.318644,0.054545,0.181818,0.227273,0.245455,0.06,0.1,0.05,0.027,0.027273,0.036364,0.036364,0.1,0.03,0.02,0.008,0.011,4.579443,4.283962,110,8,5.218182,0.281818,0.01551,2.318644,0.054545,0.181818,0.227273,0.245455,0.06,0.1,0.05,0.027,0.027273,0.036364,0.036364,0.1,0.03,0.02,0.008,0.011,4.579443,4.283962,252.111111,3.111111,4.881557,0.201573,0.024915,2.168813,0.088058,0.170049,0.237916,0.276816,0.165556,0.160556,0.104889,0.064111,0.02767,0.04032,0.060156,0.126879,0.055556,0.041111,0.028667,0.028667,5.19606,4.980205,21114.098765,3.209877,0.180227,0.030239,0.000119,0.021337,0.003721,0.009915,0.009316,0.007513,0.011869,0.007541,0.004851,0.00173,0.000218,0.000517,0.000481,0.001223,0.000936,0.000493,0.000397,0.000233,0.653895,0.683722,nonspam
143,2,4.776224,0.020979,0.017173,1.831486,0.062937,0.13986,0.321678,0.384615,0.09,0.1,0.092,0.055,0.027972,0.048951,0.097902,0.174825,0.04,0.035,0.028,0.025,4.938928,4.908746,143,2,4.776224,0.020979,0.017173,1.831486,0.062937,0.13986,0.321678,0.384615,0.09,0.1,0.092,0.055,0.027972,0.048951,0.097902,0.174825,0.04,0.035,0.028,0.025,4.938928,4.908746,357.538462,2.153846,4.777067,0.008005,0.023452,2.077282,0.045981,0.100115,0.187306,0.230356,0.11,0.141538,0.109846,0.071077,0.015677,0.032448,0.066751,0.106785,0.043846,0.046538,0.035077,0.032692,5.254285,5.011036,134694.556213,0.284024,0.072502,0.000078,0.000049,0.206499,0.001454,0.001088,0.002936,0.003553,0.010523,0.011975,0.005273,0.002716,0.000119,0.00027,0.001236,0.001504,0.000824,0.000559,0.000787,0.001098,1.675909,1.400476,nonspam
198,9,5.050505,0.242424,0.036565,2.239252,0.055556,0.106061,0.19697,0.267677,0.11,0.105,0.078,0.053,0.040404,0.090909,0.161616,0.181818,0.08,0.09,0.064,0.036,5.214458,5.003924,198,9,5.050505,0.242424,0.036565,2.239252,0.055556,0.106061,0.19697,0.267677,0.11,0.105,0.078,0.053,0.040404,0.090909,0.161616,0.181818,0.08,0.09,0.064,0.036,5.214458,5.003924,159,9,5.083809,1.322193,0.019269,2.293593,0.047723,0.116932,0.238191,0.364977,0.084,0.09,0.0728,0.0556,0.029336,0.086577,0.221083,0.263138,0.048,0.062,0.0628,0.0382,4.59185,4.214384,11026.8,0,0.061876,1.380055,0.000086,0.160384,0.000256,0.000205,0.000597,0.003743,0.005624,0.00309,0.002086,0.001235,0.000094,0.00038,0.006022,0.004692,0.001016,0.001026,0.000847,0.000418,0.591933,0.940354,nonspam
1151,2,4.533449,0,0.08719,2.901595,0.173762,0.237185,0.30669,0.348393,2,1.365,0.706,0.401,0.037359,0.105995,0.127715,0.177237,0.43,0.61,0.294,0.204,6.426982,5.248415,198,6,5.525253,0.146465,0.019794,2.132013,0.065657,0.106061,0.176768,0.262626,0.13,0.105,0.07,0.052,0.025253,0.060606,0.10101,0.186869,0.05,0.06,0.04,0.037,5.24275,5.159789,317.942387,2.946502,5.302285,0.090774,0.017246,1.958207,0.126259,0.198709,0.269694,0.326396,0.183107,0.151533,0.093671,0.067455,0.058793,0.093103,0.163522,0.210641,0.090782,0.079486,0.057025,0.040864,4.879407,4.782041,513027.375282,4.700842,0.129287,0.030557,0.000448,0.08641,0.003501,0.007248,0.008845,0.007648,0.027779,0.029365,0.014812,0.010688,0.000848,0.001522,0.003724,0.004094,0.009034,0.010208,0.005863,0.003454,1.01544,0.791578,nonspam
141,2,5.51773,0.758865,0.019887,2.399478,0.106383,0.163121,0.212766,0.262411,0.15,0.115,0.06,0.037,0.049645,0.056738,0.106383,0.141844,0.07,0.04,0.03,0.02,4.635274,3.719879,83,5,5.662651,0.662651,0.011412,1.920139,0.156627,0.228916,0.313253,0.337349,0.13,0.095,0.052,0.028,0.120482,0.13253,0.204819,0.277108,0.1,0.055,0.034,0.023,4.377334,4.331639,196.689655,5.132184,5.356391,0.605384,0.023191,2.123714,0.131729,0.176585,0.281525,0.354001,0.243966,0.162069,0.106678,0.068023,0.056476,0.064002,0.110843,0.182331,0.089655,0.050833,0.037207,0.033592,4.933283,4.70673,39760.501387,1.390573,0.183385,0.085249,0.000209,0.140777,0.004423,0.007203,0.005899,0.005709,0.035537,0.014684,0.008819,0.005157,0.001681,0.001951,0.004167,0.005637,0.002104,0.000632,0.000373,0.000418,0.605047,0.550371,nonspam
358,9,4.955307,0.304469,0.032059,2.292473,0.044693,0.120112,0.215084,0.301676,0.16,0.215,0.154,0.108,0.061453,0.097765,0.184358,0.23743,0.22,0.175,0.132,0.085,5.829156,5.673601,358,9,4.955307,0.304469,0.032059,2.292473,0.044693,0.120112,0.215084,0.301676,0.16,0.215,0.154,0.108,0.061453,0.097765,0.184358,0.23743,0.22,0.175,0.132,0.085,5.829156,5.673601,480.071429,6.071429,4.738523,0.089191,0.063822,2.182737,0.048717,0.086526,0.155282,0.233751,0.171071,0.177679,0.134357,0.100107,0.032249,0.066516,0.114399,0.174329,0.163571,0.153036,0.109857,0.0795,5.812131,5.636334,55554.852041,3.280612,0.197227,0.025725,0.000498,0.128738,0.001842,0.002256,0.003477,0.005656,0.020374,0.012976,0.005099,0.002348,0.000255,0.000805,0.001609,0.002308,0.007766,0.00779,0.003211,0.001724,0.968165,0.894722,nonspam
24,6,4.875,0.25,0.021719,1.602273,0,0.041667,0.083333,0.083333,0,0.005,0.004,0.002,0,0,0.166667,0.208333,0,0,0.008,0.005,2.838989,2.403008,24,6,4.875,0.25,0.021719,1.602273,0,0.041667,0.083333,0.083333,0,0.005,0.004,0.002,0,0,0.166667,0.208333,0,0,0.008,0.005,2.838989,2.403008,24,6,4.875,0.25,0.021719,1.602273,0,0.041667,0.083333,0.083333,0,0.005,0.004,0.002,0,0,0.166667,0.208333,0,0,0.008,0.005,2.838989,2.403008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
420,9,4.840476,0.088095,0.025442,2.111015,0.047619,0.078571,0.164286,0.219048,0.2,0.165,0.138,0.092,0.016667,0.030952,0.088095,0.152381,0.07,0.065,0.074,0.064,6.012266,5.922801,420,9,4.840476,0.088095,0.025442,2.111015,0.047619,0.078571,0.164286,0.219048,0.2,0.165,0.138,0.092,0.016667,0.030952,0.088095,0.152381,0.07,0.065,0.074,0.064,6.012266,5.922801,446.333333,9.583333,4.43164,0.107067,0.02262,2.230015,0.10694,0.157212,0.230174,0.28553,0.525,0.385833,0.211167,0.130167,0.021033,0.037676,0.085356,0.144853,0.09,0.070417,0.068667,0.059583,5.77596,5.389145,40333.388889,0.743056,0.375945,0.006087,0.00006,0.106696,0.005417,0.007769,0.006622,0.006872,0.392758,0.168099,0.02725,0.008644,0.000082,0.000268,0.000437,0.0007,0.002533,0.000939,0.000461,0.000316,0.200422,0.667683,nonspam
