eq_hp_mp,assortativity_mp,avgin_of_out_hp,avgin_of_out_mp,avgout_of_in_mp,indegree_hp,indegree_mp,neighbors_2_hp,neighbors_2_mp,neighbors_3_mp,neighbors_4_hp,neighbors_4_mp,outdegree_hp,outdegree_mp,pagerank_hp,pagerank_mp,prsigma_hp,prsigma_mp,siteneighbors_1_hp,siteneighbors_1_mp,siteneighbors_2_hp,siteneighbors_2_mp,siteneighbors_3_hp,siteneighbors_3_mp,siteneighbors_4_hp,siteneighbors_4_mp,truncatedpagerank_1_hp,truncatedpagerank_1_mp,truncatedpagerank_2_hp,truncatedpagerank_2_mp,truncatedpagerank_3_hp,truncatedpagerank_3_mp,truncatedpagerank_4_hp,truncatedpagerank_4_mp,class
0,0.179056,25,9.176471,34.200001,46,25,6022,4535,10391,109546,71044,1,16,0,0,1.160536,0.573326,17,3,25,35,177,88,583,371,0,0,0,0,0,0,0,0,nonspam
1,0.297521,0,0,17.166666,6,6,19,19,595,15638,15638,0,0,0,0,0.213317,0.213317,4,4,7,7,28,28,52,52,0,0,0,0,0,0,0,0,nonspam
1,0.322581,0,0,14.25,4,4,29,29,734,2721,2721,0,0,0,0,0.24572,0.24572,3,3,5,5,19,19,118,118,0,0,0,0,0,0,0,0,spam
1,7.502619,340.84848,340.84848,33.674007,454,454,556,556,46841,54166,54166,32,32,0,0,0.541473,0.541473,5,5,11,11,11,11,65,65,0,0,0,0,0,0,0,0,nonspam
1,0.042654,89,89,9,2,2,67,67,1080,2570,2570,1,1,0,0,1.368024,1.368024,2,2,8,8,9,9,9,9,0,0,0,0,0,0,0,0,nonspam
0,1.444043,16,14.555555,8.6875,23,16,53,28,53,105846,694,5,9,0,0,0.49587,0.580082,5,1,8,8,9,8,11,9,0,0,0,0,0,0,0,0,nonspam
0,75.307045,0,3204.458252,24.142778,135,3621,11336,3325,3647,635963,18932,0,23,0,0.000002,0.671127,0.209646,17,1,24,8,63,8,611,21,0,0.000003,0,0.000003,0,0.000003,0,0.000003,spam
1,0.166667,0,0,22.25,4,4,10,10,81,4754,4754,0,0,0,0,0.025372,0.025372,3,3,4,4,6,6,10,10,0,0,0,0,0,0,0,0,nonspam
1,0.166667,0,0,15.333333,3,3,9,9,208,1080,1080,0,0,0,0,0.010054,0.010054,3,3,3,3,4,4,7,7,0,0,0,0,0,0,0,0,nonspam
1,0.29983,4.166667,4.166667,57.866665,15,15,285,285,3593,3853,3853,5,5,0,0,0.525996,0.525996,3,3,9,9,9,9,39,39,0,0,0,0,0,0,0,0,nonspam
1,1.232295,65.536583,65.536583,42.07143,70,70,505,505,3274,164558,164558,40,40,0,0,0.663768,0.663768,2,2,3,3,127,127,410,410,0,0,0,0,0,0,0,0,nonspam
0,3.296703,18.333334,21.5,7.585366,29,41,55,54,59,762,92,11,7,0,0,0.675811,0.650117,3,1,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.306452,47.166668,47.166668,22.384615,13,13,310,310,1103,43650,43650,6,6,0,0,1.114823,1.114823,7,7,13,13,25,25,212,212,0,0,0,0,0,0,0,0,nonspam
1,0.231047,0,0,31.875,8,8,30,30,113,45473,45473,0,0,0,0,0.058132,0.058132,7,7,9,9,9,9,10,10,0,0,0,0,0,0,0,0,nonspam
1,1.264822,25.9375,25.9375,17.692308,39,39,515,515,1248,51564,51564,15,15,0,0,0.909831,0.909831,5,5,7,7,87,87,125,125,0,0,0,0,0,0,0,0,nonspam
1,1.250416,32.969696,32.969696,37.152172,46,46,82,82,1005,37272,37272,32,32,0,0,0.263733,0.263733,6,6,11,11,38,38,348,348,0,0,0,0,0,0,0,0,nonspam
1,0.000072,1,1,4,1,1,51103,51103,68138,192838,192838,1,1,0.000002,0.000002,0,0,1,1,4,4,127,127,363,363,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
1,0.164503,1585.800049,1585.800049,62.720001,50,50,435,435,4564,17074,17074,9,9,0,0,0.483702,0.483702,8,8,35,35,43,43,478,478,0,0,0,0,0,0,0,0,nonspam
1,3.148915,44.128204,44.128204,27.412121,165,165,4523,4523,52486,109546,109546,38,38,0,0,0.993777,0.993777,17,17,35,35,211,211,978,978,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,195.072144,917.772705,917.772705,27.006124,7838,7838,48209,48209,54772,119384,119384,22,22,0.000003,0.000003,0.068427,0.068427,8,8,12,12,36,36,532,532,0.000002,0.000002,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.707765,13.785714,13.785714,66.784813,79,79,445,445,30542,408833,408833,13,13,0,0,0.121472,0.121472,3,3,5,5,292,292,642,642,0,0,0,0,0,0,0,0,nonspam
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
1,1.898493,15.923077,15.923077,22.354839,62,62,120,120,10655,61656,61656,12,12,0,0,0.361619,0.361619,4,4,23,23,58,58,151,151,0,0,0,0,0,0,0,0,nonspam
1,1.304778,18.200001,18.200001,14.863636,22,22,32,32,60,203,203,9,9,0,0,0.291549,0.291549,2,2,2,2,3,3,42,42,0,0,0,0,0,0,0,0,nonspam
1,0.284038,0,0,28,11,11,119,119,26757,34577,34577,0,0,0,0,1.20271,1.20271,7,7,10,10,54,54,64,64,0,0,0,0,0,0,0,0,nonspam
1,1.339286,8.416667,8.416667,20.71875,32,32,337,337,26757,72698,72698,11,11,0,0,0.82141,0.82141,10,10,13,13,56,56,101,101,0,0,0,0,0,0,0,0,nonspam
1,0.811352,7.111111,7.111111,25.588236,17,17,72,72,1156,13013,13013,8,8,0,0,0.306606,0.306606,4,4,8,8,8,8,14,14,0,0,0,0,0,0,0,0,nonspam
1,0.165541,0,0,34,7,7,74,74,831,33849,33849,0,0,0,0,0.044496,0.044496,4,4,6,6,6,6,27,27,0,0,0,0,0,0,0,0,nonspam
0,5.361876,375.833344,236.172409,29.012196,414,410,606,12162,22338,192838,340694,18,28,0.000001,0.000002,1.082722,1.118596,3,2,20,20,56,168,349,466,0.000001,0.000003,0.000001,0.000003,0.000001,0.000003,0.000001,0.000003,nonspam
1,0.266667,2,2,39.900002,10,10,205,205,591,49801,49801,4,4,0,0,0.818861,0.818861,4,4,6,6,106,106,212,212,0,0,0,0,0,0,0,0,nonspam
1,3.037415,10.222222,10.222222,10.131579,38,38,81,81,1303,47613,47613,9,9,0,0,0.473536,0.473536,6,6,15,15,21,21,61,61,0,0,0,0,0,0,0,0,nonspam
0,5.464286,1.5,1,1.888889,11,9,45,11,22,141845,35,2,8,0,0,0.422533,0.00608,5,1,11,1,145,1,466,1,0,0,0,0,0,0,0,0,nonspam
0,1.245283,6,4.2,4,8,6,21,14,27,26059,1296,1,5,0,0,0.096384,0.104252,5,1,10,10,10,10,11,10,0,0,0,0,0,0,0,0,nonspam
1,0.184615,3.2,3.2,95.36364,11,11,27,27,43754,58897,58897,4,4,0,0,0.439378,0.439378,5,5,9,9,9,9,55,55,0,0,0,0,0,0,0,0,nonspam
0,0.007104,1.5,3465,3.75,3,4,12,5,8,336,17,2,1,0,0,0.002701,0.003673,3,1,3,1,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,0.089416,0,0,73.571426,7,7,24,24,32435,28308,28308,0,0,0,0,0.708281,0.708281,3,3,3,3,28,28,51,51,0,0,0,0,0,0,0,0,nonspam
1,1.753069,3.333333,3.333333,38.968422,95,95,1562,1562,10502,97656,97656,5,5,0,0,0.24275,0.24275,9,9,13,13,42,42,213,213,0,0,0,0,0,0,0,0,nonspam
1,0.750789,3.333333,3.333333,19.307692,13,13,40,40,516,17643,17643,2,2,0,0,0.314633,0.314633,8,8,12,12,12,12,20,20,0,0,0,0,0,0,0,0,nonspam
1,2.158806,33.666668,33.666668,51.430054,193,193,2655,2655,76227,232697,232697,21,21,0,0,0.477411,0.477411,17,17,48,48,127,127,675,675,0,0,0,0,0,0,0,0,nonspam
1,0.109875,50,50,54.024391,82,82,37350,37350,170346,408833,408833,8,8,0,0,1.534226,1.534226,17,17,40,40,211,211,1595,1595,0,0,0,0,0,0,0,0,nonspam
1,0.088529,8506.900391,8506.900391,16.753086,81,81,222,222,68138,136278,136278,9,9,0,0,0.672755,0.672755,3,3,6,6,292,292,556,556,0,0,0,0,0,0,0,0,nonspam
1,1.232685,32.375,32.375,78.569229,260,260,20380,20380,170346,408833,408833,8,8,0,0,0.797908,0.797908,17,17,75,75,619,619,2482,2482,0,0,0,0,0.000001,0.000001,0.000001,0.000001,nonspam
0,1.049724,9,8,9,1,9,21,9,27,4626,251,9,8,0,0,0,0.181247,1,1,1,2,5,2,141,6,0,0,0,0,0,0,0,0,nonspam
1,3.941844,94.066666,94.066666,14.901408,142,142,2267,2267,11885,142622,142622,14,14,0,0,0.64658,0.64658,17,17,35,35,65,65,428,428,0,0,0,0,0,0,0,0,nonspam
1,1.073809,55.714287,55.714287,39.55294,85,85,3354,3354,54772,300835,300835,13,13,0,0,0.973269,0.973269,17,17,35,35,619,619,2482,2482,0,0,0,0,0,0,0,0,nonspam
1,0.098765,41,41,25,3,3,23,23,363,4873,4873,1,1,0,0,0.018411,0.018411,3,3,3,3,15,15,56,56,0,0,0,0,0,0,0,0,nonspam
1,0.876712,0,0,15.625,16,16,65,65,612,33104,33104,0,0,0,0,0.269559,0.269559,8,8,12,12,12,12,12,12,0,0,0,0,0,0,0,0,nonspam
1,0.248276,0,0,16,6,6,53,53,156,3325,3325,0,0,0,0,0.305986,0.305986,4,4,6,6,7,7,13,13,0,0,0,0,0,0,0,0,nonspam
1,1.863905,15.3,15.3,15.823529,34,34,126,126,25069,69154,69154,9,9,0,0,0.669895,0.669895,17,17,12,12,69,69,189,189,0,0,0,0,0,0,0,0,nonspam
1,0.023141,14412,14412,56.68,25,25,1388,1388,5026,26757,26757,1,1,0,0,0.92566,0.92566,17,17,18,18,62,62,379,379,0,0,0,0,0,0,0,0,nonspam
0,8.579103,45849.125,1301.65625,1,1435,593,1948,2645,3366,635963,3366,7,31,0.000001,0.000003,0.55226,0.068401,3,1,4,1,109,1,181,1,0.000001,0.000003,0.000001,0.000002,0.000001,0.000002,0.000001,0.000002,nonspam
1,0.844828,5.142857,5.142857,10,6,6,7,7,7,7,7,6,6,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.117647,0,0,22.5,4,4,48,48,176,5141,5141,0,0,0,0,0.643849,0.643849,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
0,0.427347,34.36842,16.157894,196.914597,17,363,371,23829,125309,149404,300835,18,18,0,0.000001,0.077159,2.118115,1,2,2,75,226,331,342,1174,0,0.000002,0,0.000001,0,0.000001,0,0.000001,nonspam
0,1.167598,15.0625,14.933333,14.588235,9,17,71,40,95,76068,1210,15,14,0,0,0.042925,0.162926,7,1,8,8,8,8,37,8,0,0,0,0,0,0,0,0,nonspam
1,1.323328,76.709679,76.709679,39.477478,111,111,4516,4516,5078,40559,40559,30,30,0,0,0.716656,0.716656,9,9,13,13,26,26,61,61,0,0,0,0,0,0,0,0,nonspam
1,1.714223,55.111111,55.111111,17.51923,52,52,209,209,48628,73958,73958,17,17,0,0,0.311188,0.311188,6,6,12,12,51,51,434,434,0,0,0,0,0,0,0,0,nonspam
0,0.000529,2134.646973,16939,21,1,2,4,174,592,24,92966,33,4,0,0,0,1.771599,1,2,2,3,2,71,2,219,0,0,0,0,0,0,0,0,nonspam
1,10.855064,259.9375,259.9375,21.512447,482,482,5729,5729,52486,130318,130318,15,15,0,0,0.226775,0.226775,17,17,32,32,72,72,583,583,0,0,0,0,0,0,0,0,nonspam
1,0.750996,0,0,22.312977,131,131,17730,17730,136277,408833,408833,0,0,0,0,0.888316,0.888316,9,9,75,75,619,619,2482,2482,0,0,0,0,0,0,0,0,nonspam
1,12.890044,44.666668,44.666668,34.225655,842,842,1054,1054,32998,56352,56352,20,20,0,0,0.366199,0.366199,7,7,15,15,40,40,94,94,0,0,0,0,0,0,0,0,nonspam
0,0.772881,18.923077,18.714285,15.333333,29,9,81,31,32,5951,81,12,13,0,0,0.420633,0.260135,5,1,6,1,6,6,39,6,0,0,0,0,0,0,0,0,nonspam
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
0,6.036872,13624.865234,14592.239258,669.256653,9328,8339,158989,29846,317980,635963,635963,52,45,0.000003,0.000005,0.231476,0.421407,6,1,75,9,160,112,388,217,0.000004,0.000003,0.000004,0.000003,0.000004,0.000003,0.000004,0.000003,nonspam
1,1.233096,13.384615,13.384615,12.631579,19,19,87,87,2053,16448,16448,12,12,0,0,0.407489,0.407489,3,3,23,23,99,99,238,238,0,0,0,0,0,0,0,0,nonspam
0,3.2,4,14,1.866667,77,15,32579,38,38801,635963,42489,4,1,0,0.000001,1.549572,1.302005,17,1,75,5,619,9,2482,192,0,0.000001,0,0.000001,0,0.000001,0,0.000001,nonspam
0,0.975904,21.526316,0,2.444444,33,9,1598,49,94,134126,1660,18,0,0,0,0.517966,0.461911,7,1,13,1,13,13,44,13,0,0,0,0,0,0,0,0,nonspam
0,198.452225,1151.625,1354.490723,1,2451,5844,3070,9918,10622,18174,10622,128,107,0,0.000011,0.245719,0.055183,3,1,8,1,8,5,8,8,0,0.000005,0,0.000005,0,0.000005,0,0.000005,nonspam
1,6.570989,176.96875,176.96875,30.008379,358,358,3399,3399,55241,408833,408833,31,31,0,0,0.480156,0.480156,17,17,25,25,619,619,849,849,0,0,0,0,0,0,0,0,nonspam
1,0.009534,0,0,198.333328,3,3,380,380,23829,149404,149404,0,0,0,0,2.214532,2.214532,2,2,4,4,226,226,349,349,0,0,0,0,0,0,0,0,nonspam
1,2.102885,61.545456,61.545456,25.5,98,98,1463,1463,60991,250619,250619,21,21,0,0,0.961331,0.961331,17,17,32,32,102,102,611,611,0,0,0,0,0,0,0,0,nonspam
1,1.877551,13.625,13.625,19.60465,43,43,126,126,4683,55241,55241,15,15,0,0,0.279027,0.279027,4,4,12,12,12,12,31,31,0,0,0,0,0,0,0,0,nonspam
1,1.187279,6.1,6.1,14.153846,13,13,23,23,139,2815,2815,9,9,0,0,0.3354,0.3354,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,nonspam
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
0,23.727272,1,1,3.947826,122,115,261,213,283,7631,302,2,2,0,0,0.341341,0.358501,4,1,8,1,8,8,9,8,0,0,0,0,0,0,0,0,nonspam
1,5.564787,114.884613,114.884613,512.001221,5613,5613,37350,37350,150417,182481,182481,52,52,0.000007,0.000007,0.169282,0.169282,10,10,13,13,17,17,23,23,0.000007,0.000007,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,spam
1,1.086758,27.482759,27.482759,26.69697,33,33,252,252,2271,26026,26026,28,28,0,0,0.057998,0.057998,3,3,11,11,79,79,145,145,0,0,0,0,0,0,0,0,spam
1,0.502662,17.433332,17.433332,17.05983,117,117,25471,25471,29826,119384,119384,29,29,0,0,0.637052,0.637052,17,17,18,18,102,102,392,392,0,0,0,0,0,0,0,0,nonspam
1,1.152709,15.066667,15.066667,21,23,23,68,68,2014,19492,19492,14,14,0,0,0.317746,0.317746,5,5,8,8,27,27,291,291,0,0,0,0,0,0,0,0,nonspam
1,34.07584,105.714287,105.714287,51.238815,3442,3442,4311,4311,7403,19056,19056,34,34,0.000001,0.000001,0.394191,0.394191,5,5,17,17,32,32,32,32,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
0,0.333333,1.5,0,1,6,1,42,3,9,61139,45,2,0,0,0,0.272472,0,4,1,6,1,9,7,27,7,0,0,0,0,0,0,0,0,nonspam
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
1,0.218939,27,27,56.1875,16,16,297,297,36954,250619,250619,1,1,0,0,1.110392,1.110392,9,9,48,48,145,145,1595,1595,0,0,0,0,0,0,0,0,nonspam
0,0.9,1,1,1,7,1,304,10,312,100603,3776,1,2,0,0,1.931408,0,3,1,10,7,145,10,392,174,0,0,0,0,0,0,0,0,nonspam
0,1.005641,24.639999,5.285714,19.580645,43,31,116,48,134,73909,4568,24,6,0,0,0.306253,0.177853,17,1,21,15,37,25,204,37,0,0,0,0,0,0,0,0,nonspam
1,4.001736,192.333328,192.333328,87.906105,639,639,4137,4137,116348,635963,635963,3,3,0,0,0.470898,0.470898,17,17,48,48,619,619,2482,2482,0,0,0,0,0,0,0,0,nonspam
1,0.004573,0,0,52.5,4,4,2663,2663,2783,6132,6132,0,0,0,0,2.221954,2.221954,3,3,3,3,7,7,12,12,0,0,0,0,0,0,0,0,nonspam
1,1,6.125,6.125,8,7,7,7,7,7,7,7,7,7,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.51963,1,1,27.23077,13,13,90,90,32268,93095,93095,2,2,0,0,0.833162,0.833162,7,7,11,11,160,160,278,278,0,0,0,0,0,0,0,0,nonspam
1,0.072185,4.2,4.2,9.888889,9,9,1724,1724,1814,2261,2261,4,4,0,0,2.188864,2.188864,4,4,5,5,28,28,37,37,0,0,0,0,0,0,0,0,nonspam
1,0.042378,695.5,695.5,39.333332,6,6,40,40,2610,15284,15284,1,1,0,0,1.590776,1.590776,5,5,8,8,8,8,8,8,0,0,0,0,0,0,0,0,nonspam
1,1.153519,49.759998,49.759998,33.534248,73,73,2850,2850,55631,64279,64279,24,24,0,0,0.864193,0.864193,9,9,15,15,40,40,50,50,0,0,0,0,0,0,0,0,nonspam
0,2.954545,8.333333,1.666667,2.6,2,10,4,12,17,203,30,3,3,0,0,0.005056,0.186708,2,1,2,4,2,4,2,4,0,0,0,0,0,0,0,0,nonspam
1,22.755297,1688.32605,1688.32605,42.848579,1902,1902,1864,1864,1954,1954,1954,45,45,0.000001,0.000001,0.316011,0.316011,3,3,2,2,4,4,38,38,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,spam
0,247.588654,11.058824,402.700012,10.617702,14,5412,232,7445,7445,26302,7818,17,19,0,0.000004,0.565912,0.362771,3,1,3,1,5,4,18,4,0,0.000004,0,0.000004,0,0.000004,0,0.000003,spam
1,9.868461,3103.777832,3103.777832,15.35,620,620,1622,1622,34149,149404,149404,8,8,0.000001,0.000001,0.152842,0.152842,17,17,32,32,97,97,583,583,0,0,0,0,0,0,0,0,nonspam
1,0.615789,2.75,2.75,18.25,8,8,22,22,113,8425,8425,3,3,0,0,0.372952,0.372952,3,3,5,5,5,5,6,6,0,0,0,0,0,0,0,0,nonspam
0,626.588989,170,1,1.110092,131,1417,8431,1463,1494,272555,1943,15,1,0,0.000003,0.906168,0.020856,17,1,48,4,243,5,712,7,0,0.000001,0,0.000001,0,0.000001,0,0.000002,nonspam
1,17.768429,591.533325,591.533325,31.336926,1021,1021,12202,12202,204415,635963,635963,29,29,0,0,0.24961,0.24961,17,17,75,75,619,619,2482,2482,0,0,0,0,0,0,0,0,nonspam
1,121.741928,7812,7812,31.967813,4536,4536,15649,15649,50301,192838,192838,1,1,0.000001,0.000001,0.026061,0.026061,17,17,27,27,168,168,486,486,0,0,0,0,0,0,0,0,nonspam
1,0.214912,0,0,29.428572,7,7,27,27,669,37910,37910,0,0,0,0,0.057497,0.057497,3,3,6,6,6,6,6,6,0,0,0,0,0,0,0,0,nonspam
1,1.394755,15.428572,15.428572,23.275,40,40,182,182,1533,74241,74241,6,6,0,0,0.333774,0.333774,17,17,17,17,53,53,331,331,0,0,0,0,0,0,0,0,nonspam
1,17.193647,443.136353,443.136353,48.305866,2148,2148,102207,102207,317980,635963,635963,21,21,0.000001,0.000001,0.650922,0.650922,17,17,75,75,619,619,2482,2482,0.000001,0.000001,0.000001,0.000001,0.000002,0.000002,0.000002,0.000002,nonspam
1,0.115131,9918.295898,9918.295898,28.055555,162,162,527,527,21877,83032,83032,26,26,0,0,0.474682,0.474682,10,10,16,16,55,55,367,367,0,0,0,0,0,0,0,0,nonspam
1,1.653307,13.375,13.375,12.708333,24,24,29,29,229,1434,1434,7,7,0,0,0.535158,0.535158,3,3,4,4,15,15,15,15,0,0,0,0,0,0,0,0,nonspam
0,8.824247,376,237.541672,22.81649,21,376,50,410,410,67317,419,1,23,0,0,0.165375,0.545729,5,1,6,1,8,7,356,7,0,0,0,0,0,0,0,0,nonspam
1,40.358086,6.303571,6.303571,4.53913,230,230,238,238,309,1066,1066,112,112,0.000001,0.000001,0.309768,0.309768,3,3,4,4,4,4,4,4,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,2.756917,32.700001,32.700001,66.888885,369,369,8865,8865,54395,104972,104972,9,9,0,0,0.551059,0.551059,7,7,16,16,27,27,90,90,0,0,0,0,0,0,0.000001,0.000001,nonspam
1,0.248479,409,409,17.846153,26,26,202,202,4455,74028,74028,7,7,0,0,0.537939,0.537939,6,6,13,13,187,187,427,427,0,0,0,0,0,0,0,0,nonspam
1,100.856842,1419.375,1419.375,14.110678,2819,2819,3560,3560,10190,182481,182481,15,15,0.000002,0.000002,0.254626,0.254626,17,17,19,19,29,29,79,79,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,0.000002,nonspam
0,4.268471,639.25,168.53334,13.486301,24,146,1632,221,2721,70750,18426,4,14,0,0,0.411427,0.188808,7,5,16,16,26,22,141,31,0,0,0,0,0,0,0,0,nonspam
1,0.065779,1763.333374,1763.333374,32.294117,17,17,148,148,28911,106407,106407,3,3,0,0,0.47524,0.47524,7,7,14,14,66,66,215,215,0,0,0,0,0,0,0,0,nonspam
0,2.50195,645.958923,983.361694,45.612732,423,377,527,514,564,57822,1194,72,46,0,0,0.394416,0.431983,3,1,6,6,10,6,77,11,0,0,0,0,0,0,0,0,nonspam
1,251.467957,11943.882813,11943.882813,41.876022,21609,21609,85172,85172,204415,635963,635963,33,33,0.000007,0.000007,0.117299,0.117299,17,17,35,35,177,177,712,712,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,0.000008,nonspam
0,745.687805,1015.833313,15371.799805,12.995669,19676,17087,34069,26018,27588,408833,32087,6,5,0.000009,0.000017,0.133307,0.060835,17,1,75,6,619,6,2482,203,0.000009,0.00002,0.000009,0.000018,0.000008,0.000015,0.000007,0.000013,nonspam
1,2.390654,162.547623,162.547623,72.3255,298,298,3647,3647,54772,141845,141845,41,41,0,0,0.808027,0.808027,6,6,14,14,70,70,234,234,0,0,0,0,0,0,0,0,nonspam
1,1.29771,12.071428,12.071428,12.466666,15,15,24,24,582,594,594,13,13,0,0,0.062513,0.062513,2,2,2,2,2,2,5,5,0,0,0,0,0,0,0,0,nonspam
1,12.605392,278.083344,278.083344,29.468618,717,717,2421,2421,4842,44496,44496,23,23,0,0,0.508322,0.508322,17,17,19,19,38,38,233,233,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,nonspam
1,0.382353,2.5,2.5,19.25,8,8,111,111,1495,21712,21712,3,3,0,0,0.550611,0.550611,3,3,5,5,28,28,34,34,0,0,0,0,0,0,0,0,nonspam
1,0.267857,0,0,34.125,8,8,50,50,1133,46483,46483,0,0,0,0,0.05505,0.05505,9,9,12,12,12,12,17,17,0,0,0,0,0,0,0,0,nonspam
1,1.540121,21.5625,21.5625,20.294117,34,34,71,71,1397,25069,25069,15,15,0,0,0.456738,0.456738,7,7,11,11,11,11,38,38,0,0,0,0,0,0,0,0,nonspam
0,1.6,2.166667,2,2.666667,7,6,25,10,25,683,194,6,2,0,0,0.168269,0.217173,3,1,3,3,3,3,4,3,0,0,0,0,0,0,0,0,nonspam
1,241.773056,90,90,53.221046,24402,24402,29127,29127,68138,635963,635963,1,1,0.000003,0.000003,0.239175,0.239175,8,8,75,75,121,121,908,908,0.000004,0.000004,0.000004,0.000004,0.000004,0.000004,0.000003,0.000003,nonspam
1,0.989899,12,12,14.384615,13,13,17,17,17,17,17,13,13,0,0,0.000169,0.000169,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
0,0.785124,8,14.2,8.875,9,8,12,11,12,104,21,8,9,0,0,0.066853,0.000452,2,1,2,2,2,2,23,2,0,0,0,0,0,0,0,0,nonspam
1,0.656566,0.666667,0.666667,18,9,9,23,23,147,8425,8425,2,2,0,0,0.189165,0.189165,6,6,8,8,8,8,8,8,0,0,0,0,0,0,0,0,nonspam
1,0.367816,24,24,6,7,7,186,186,203,407,407,7,7,0,0,0.443759,0.443759,2,2,2,2,8,8,8,8,0,0,0,0,0,0,0,0,nonspam
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nonspam
0,8.520581,77.285713,11.046875,8.068182,152,88,13697,165,13697,104107,95227,7,63,0,0,0.375274,0.317566,5,1,13,8,34,13,92,34,0,0,0,0,0,0,0,0,nonspam
1,9.865442,177.739136,177.739136,24.876543,648,648,19818,19818,125309,635963,635963,22,22,0,0,0.701969,0.701969,17,17,75,75,619,619,2482,2482,0,0,0,0,0,0,0,0,nonspam
1,5.703819,249.800003,249.800003,21.313168,281,281,2904,2904,7500,40520,40520,5,5,0,0,0.551532,0.551532,10,10,12,12,56,56,204,204,0,0,0,0,0,0,0,0,nonspam
0,113.58358,3226,3284.399902,20.619038,409,5074,1549,6963,17074,43547,30607,1,19,0,0.000005,0.234323,0.130229,3,2,4,2,4,2,83,5,0,0.000004,0,0.000004,0,0.000003,0,0.000003,nonspam
0,0.621896,151.333328,24.799999,64.854546,4,55,12,2842,3106,8453,65718,3,19,0,0,0.015333,0.437027,3,3,4,5,4,5,4,130,0,0,0,0,0,0,0,0,nonspam
0,14.24312,222,34.185184,9.576576,5,222,15,247,954,1544,19837,1,54,0,0,0.011537,0.395993,3,2,5,16,5,26,5,27,0,0,0,0,0,0,0,0,nonspam
0,1.210345,4,0,6.16,10,25,32,212,397,1419,744,1,0,0,0.000001,0.040237,0.866816,8,1,9,6,9,10,43,10,0,0.000002,0,0.000002,0,0.000002,0,0.000003,spam
1,3.521739,1.333333,1.333333,1,6,6,6,6,6,6,6,3,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,nonspam
1,0.243243,0,0,22.666666,6,6,15,15,251,2095,2095,0,0,0,0,0.07717,0.07717,4,4,6,6,22,22,42,42,0,0,0,0,0,0,0,0,nonspam
0,2.906318,57,37.454544,11.842105,61,57,87,64,95,97196,222,7,10,0,0,0.536477,0.530634,4,1,6,6,12,6,57,12,0,0,0,0,0,0,0,0,nonspam
0,7.467414,55.799999,8.571428,8.780822,26,73,80,79,203,4011,3066,9,69,0,0,1.010927,0.494541,3,1,11,11,11,11,32,32,0,0,0,0,0,0,0,0,nonspam
1,0.131243,237.333328,237.333328,17.666666,12,12,1712,1712,2425,58228,58228,5,5,0,0,1.947694,1.947694,3,3,75,75,168,168,436,436,0,0,0,0,0,0,0,0,nonspam
1,1.176471,9.428572,9.428572,8.666667,12,12,15,15,16,42,42,6,6,0,0,0.258874,0.258874,2,2,4,4,4,4,4,4,0,0,0,0,0,0,0,0,nonspam
0,2.686383,71.85714,0.5,23.682926,145,123,7336,177,7336,93682,10859,34,1,0,0,0.603549,0.676507,6,1,9,9,42,9,190,42,0,0,0,0,0,0,0,0,nonspam
1,0.553506,5,5,22.5,10,10,33,33,189,9280,9280,5,5,0,0,0.355856,0.355856,5,5,8,8,8,8,8,8,0,0,0,0,0,0,0,0,nonspam
