L_indegree_mp,L_outdegree_hp,L_outdegree_mp,L_assortativity_mp,L_avgin_of_out_hp,L_avgin_of_out_mp,log_OP_avgin_of_out_hp_mul_outdegree_hp_CP_,log_OP_avgin_of_out_mp_mul_outdegree_mp_CP_,L_avgout_of_in_mp,log_OP_avgout_of_in_hp_mul_indegree_hp_CP_,log_OP_avgout_of_in_mp_mul_indegree_mp_CP_,eq_hp_mp,L_pagerank_hp,L_pagerank_mp,log_OP_indegree_mp_div_pagerank_mp_CP_,log_OP_outdegree_hp_div_pagerank_hp_CP_,log_OP_outdegree_mp_div_pagerank_mp_CP_,L_prsigma_hp,L_prsigma_mp,log_OP_prsigma_hp_div_pagerank_hp_CP_,log_OP_prsigma_mp_div_pagerank_mp_CP_,L_trustrank_hp,L_trustrank_mp,log_OP_trustrank_mp_div_indegree_mp_CP_,L_siteneighbors_1_hp,L_siteneighbors_2_hp,L_siteneighbors_3_hp,L_siteneighbors_4_hp,L_siteneighbors_1_mp,L_siteneighbors_2_mp,L_siteneighbors_3_mp,L_siteneighbors_4_mp,log_OP_siteneighbors_1_hp_div_pagerank_hp_CP_,log_OP_siteneighbors_2_hp_div_pagerank_hp_CP_,log_OP_siteneighbors_3_hp_div_pagerank_hp_CP_,log_OP_siteneighbors_1_mp_div_pagerank_mp_CP_,log_OP_siteneighbors_2_mp_div_pagerank_mp_CP_,log_OP_siteneighbors_3_mp_div_pagerank_mp_CP_,log_OP_siteneighbors_4_mp_div_pagerank_mp_CP_,log_OP_siteneighbors_2_hp_div_siteneighbors_1_hp_CP_,log_OP_siteneighbors_2_mp_div_siteneighbors_1_mp_CP_,log_OP__OP_siteneighbors_2_hp_m_siteneighbors_1_hp_CP__div_pagerank_hp_CP_,log_OP__OP_siteneighbors_2_mp_m_siteneighbors_1_mp_CP__div_pagerank_mp_CP_,siteneighbors_1_hp_div_siteneighbors_1_mp,L_neighbors_2_hp,L_neighbors_4_hp,L_neighbors_2_mp,L_neighbors_3_mp,L_neighbors_4_mp,log_OP_neighbors_2_mp_div_pagerank_mp_CP_,log_OP_neighbors_3_mp_div_pagerank_mp_CP_,log_OP_neighbors_4_mp_div_pagerank_mp_CP_,log_OP_neighbors_3_hp_div_neighbors_2_hp_CP_,log_OP_max_OP_neighbors_2_mp_div_indegree_mp_neighbors_3_mp_div_neighbors_2_mp_neighbors_4_mp_div_neighbors_3_mp_CP__CP_,log_OP_avg_OP_neighbors_2_hp_div_indegree_hp_neighbors_3_hp_div_neighbors_2_hp_neighbors_4_hp_div_neighbors_3_hp_CP__CP_,log_OP_avg_OP_neighbors_2_mp_div_indegree_mp_neighbors_3_mp_div_neighbors_2_mp_neighbors_4_mp_div_neighbors_3_mp_CP__CP_,neighbors_3_hp_div_neighbors_3_mp,L_truncatedpagerank_1_hp,L_truncatedpagerank_2_hp,L_truncatedpagerank_3_hp,L_truncatedpagerank_4_hp,L_truncatedpagerank_1_mp,L_truncatedpagerank_2_mp,L_truncatedpagerank_3_mp,L_truncatedpagerank_4_mp,log_OP_truncatedpagerank_1_hp_div_pagerank_hp_CP_,log_OP_truncatedpagerank_2_hp_div_pagerank_hp_CP_,log_OP_truncatedpagerank_3_hp_div_pagerank_hp_CP_,log_OP_truncatedpagerank_4_hp_div_pagerank_hp_CP_,log_OP_truncatedpagerank_1_mp_div_pagerank_mp_CP_,log_OP_truncatedpagerank_2_mp_div_pagerank_mp_CP_,log_OP_truncatedpagerank_3_mp_div_pagerank_mp_CP_,log_OP_truncatedpagerank_4_mp_div_pagerank_mp_CP_,truncatedpagerank_4_hp_div_truncatedpagerank_3_hp,truncatedpagerank_4_mp_div_truncatedpagerank_3_mp,truncatedpagerank_3_hp_div_truncatedpagerank_2_hp,truncatedpagerank_3_mp_div_truncatedpagerank_2_mp,truncatedpagerank_2_hp_div_truncatedpagerank_1_hp,truncatedpagerank_2_mp_div_truncatedpagerank_1_mp,log_OP_min_OP_truncatedpagerank_2_hp_div_truncatedpagerank_1_hp_truncatedpagerank_3_hp_div_truncatedpagerank_2_hp_truncatedpagerank_4_hp_div_truncatedpagerank_3_hp_CP__CP_,log_OP_min_OP_truncatedpagerank_2_mp_div_truncatedpagerank_1_mp_truncatedpagerank_3_mp_div_truncatedpagerank_2_mp_truncatedpagerank_4_mp_div_truncatedpagerank_3_mp_CP__CP_,log_OP_max_OP_truncatedpagerank_2_hp_div_truncatedpagerank_1_hp_truncatedpagerank_3_hp_div_truncatedpagerank_2_hp_truncatedpagerank_4_hp_div_truncatedpagerank_3_hp_CP__CP_,log_OP_max_OP_truncatedpagerank_2_mp_div_truncatedpagerank_1_mp_truncatedpagerank_3_mp_div_truncatedpagerank_2_mp_truncatedpagerank_4_mp_div_truncatedpagerank_3_mp_CP__CP_,log_OP_avg_OP_truncatedpagerank_2_hp_div_truncatedpagerank_1_hp_truncatedpagerank_3_hp_div_truncatedpagerank_2_hp_truncatedpagerank_4_hp_div_truncatedpagerank_3_hp_CP__CP_,log_OP_avg_OP_truncatedpagerank_2_mp_div_truncatedpagerank_1_mp_truncatedpagerank_3_mp_div_truncatedpagerank_2_mp_truncatedpagerank_4_mp_div_truncatedpagerank_3_mp_CP__CP_,class
0.693147,-50,-50,-2.047693,-50,-50,-50,-50,2.564949,3.258097,3.258097,1,-19.981357,-19.981357,20.674504,-50,-50,-6.049299,-6.049299,13.932058,13.932058,-21.377973,-21.377973,-22.07112,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,0.693147,20.674504,20.674504,20.674504,20.674504,20.674504,20.674504,20.674504,0,0,-50,-50,1,1.791759,4.234107,1.791759,2.639057,4.234107,21.773116,22.620414,24.215463,0.847298,1.595049,1.229826,1.229826,1,-21.445198,-21.669977,-21.786434,-21.874892,-21.445198,-21.669977,-21.786434,-21.874892,-1.463841,-1.688621,-1.805078,-1.893536,-1.463841,-1.688621,-1.805078,-1.893536,0.915342,0.915342,0.890068,0.890068,0.798692,0.798692,-0.22478,-0.22478,-0.088458,-0.088458,-0.141524,-0.141524,nonspam
2.079442,-50,-50,-1.378451,-50,-50,-50,-50,3.345508,5.42495,5.42495,1,-19.398732,-19.398732,21.478174,-50,-50,-2.875196,-2.875196,16.523536,16.523536,-20.763565,-20.763565,-22.843007,1.386294,1.791759,1.791759,2.564949,1.386294,1.791759,1.791759,2.564949,20.785026,21.190492,21.190492,20.785026,21.190492,21.190492,21.963681,0.405465,0.405465,20.091879,20.091879,1,3.367296,8.660081,3.367296,5.713733,8.660081,22.766028,25.112465,28.058813,2.346437,2.946348,2.40121,2.40121,1,-20.226976,-20.437081,-20.585991,-20.699191,-20.226976,-20.437081,-20.585991,-20.699191,-0.828244,-1.038349,-1.187259,-1.300459,-0.828244,-1.038349,-1.187259,-1.300459,0.892972,0.892972,0.861647,0.861647,0.810499,0.810499,-0.210105,-0.210105,-0.1132,-0.1132,-0.156608,-0.156608,nonspam
6.388561,2.639057,2.639057,1.973155,4.209655,4.209655,6.848713,6.848713,3.817361,10.205923,10.205923,1,-15.044687,-15.044687,21.433249,17.683745,17.683745,-0.575699,-0.575699,14.468988,14.468988,-16.299277,-16.299277,-22.687838,2.833213,4.317488,6.428105,7.81682,2.833213,4.317488,6.428105,7.81682,17.877901,19.362175,21.472793,17.877901,19.362175,21.472793,22.861507,1.484275,1.484275,19.10513,19.10513,1,9.519882,13.362896,9.519882,11.921167,13.362896,24.564569,26.965854,28.407583,2.401285,3.13132,2.543426,2.543426,1,-14.90484,-14.897737,-14.898671,-14.897686,-14.90484,-14.897737,-14.898671,-14.897686,0.139847,0.14695,0.146017,0.147001,0.139847,0.14695,0.146017,0.147001,1.000985,1.000985,0.999067,0.999067,1.007128,1.007128,-0.000933,-0.000933,0.007103,0.007103,0.002391,0.002391,nonspam
2.995732,2.772589,2.772589,0.087695,2.711964,2.711964,5.484553,5.484553,2.99072,5.986452,5.986452,1,-18.205506,-18.205506,21.201239,20.978095,20.978095,-1.590892,-1.590892,16.614615,16.614615,-19.602499,-19.602499,-22.598231,1.386294,1.386294,1.386294,1.386294,1.386294,1.386294,1.386294,1.386294,19.591801,19.591801,19.591801,19.591801,19.591801,19.591801,19.591801,0,0,-50,-50,1,3.295837,10.168118,3.295837,6.240276,10.168118,21.501343,24.445782,28.373625,2.944439,3.927843,3.16614,3.16614,1,-18.172582,-18.165809,-18.160822,-18.15819,-18.172582,-18.165809,-18.160822,-18.15819,0.032924,0.039698,0.044684,0.047316,0.032924,0.039698,0.044684,0.047316,1.002635,1.002635,1.004999,1.004999,1.006797,1.006797,0.002632,0.002632,0.006774,0.006774,0.004799,0.004799,nonspam
0,-50,-50,-2.833213,-50,-50,-50,-50,2.772589,2.772589,2.772589,0,-19.658508,-19.658508,19.658508,-50,-50,-50,-50,-50,-50,-17.577553,-17.577553,-17.577553,0,0,3.091042,3.135494,0,0,3.091042,3.135494,19.658508,19.658508,22.74955,19.658508,19.658508,22.74955,22.794002,0,0,-50,-50,1,0.693147,5.66296,0.693147,4.615121,5.66296,20.351655,24.273629,25.321468,3.921973,3.921973,2.915091,2.915091,1,-20.166183,-20.060734,-20.061118,-20.053511,-20.166183,-20.060734,-20.061118,-20.053511,-0.507675,-0.402226,-0.40261,-0.395003,-0.507675,-0.402226,-0.40261,-0.395003,1.007636,1.007636,0.999616,0.999616,1.11121,1.11121,-0.000384,-0.000384,0.105449,0.105449,0.038728,0.038728,nonspam
7.811163,2.890372,2.890372,3.6507,5.057586,5.057586,7.947958,7.947958,3.419068,11.230231,11.230231,1,-14.092398,-14.092398,21.903562,16.98277,16.98277,-0.967231,-0.967231,13.125167,13.125167,-15.48085,-15.48085,-23.292013,2.197225,2.639057,5.493061,6.144186,2.197225,2.639057,5.493061,6.144186,16.289623,16.731456,19.58546,16.289623,16.731456,19.58546,20.236584,0.441833,0.441833,15.701836,15.701836,1,8.888067,11.6901,8.888067,9.587817,11.6901,22.980465,23.680216,25.782499,0.699751,2.102283,1.476566,1.476566,1,-13.92344,-13.90922,-13.895511,-13.885738,-13.92344,-13.90922,-13.895511,-13.885738,0.168958,0.183178,0.196888,0.20666,0.168958,0.183178,0.196888,0.20666,1.00982,1.00982,1.013804,1.013804,1.014321,1.014321,0.009772,0.009772,0.01422,0.01422,0.012569,0.012569,spam
3.637586,3.091042,3.091042,0.571085,2.58913,2.58913,5.680173,5.680173,2.927679,6.565265,6.565265,1,-17.465501,-17.465501,21.103087,20.556543,20.556543,-1.042525,-1.042525,16.422976,16.422976,-18.683746,-18.683746,-22.321332,1.791759,2.484907,5.293305,6.514713,1.791759,2.484907,5.293305,6.514713,19.25726,19.950408,22.758806,19.25726,19.950408,22.758806,23.980214,0.693147,0.693147,19.25726,19.25726,1,5.598422,11.445118,5.598422,8.367068,11.445118,23.063923,25.832569,28.910618,2.768646,3.07805,2.702665,2.702665,1,-17.362402,-17.345471,-17.333064,-17.322249,-17.362402,-17.345471,-17.333064,-17.322249,0.103099,0.12003,0.132437,0.143252,0.103099,0.12003,0.132437,0.143252,1.010874,1.010874,1.012484,1.012484,1.017075,1.017075,0.010815,0.010815,0.016931,0.016931,0.013388,0.013388,nonspam
3.091042,0.693147,0.693147,-2.098062,6.774795,6.774795,7.467942,7.467942,4.542811,7.633854,7.633854,1,-19.143143,-19.143143,22.234185,19.83629,19.83629,-0.798072,-0.798072,18.345071,18.345071,-17.108141,-17.108141,-20.199183,2.302585,2.944439,5.57973,6.230481,2.302585,2.944439,5.57973,6.230481,21.445728,22.087582,24.722873,21.445728,22.087582,24.722873,25.373624,0.641854,0.641854,21.340367,21.340367,1,6.006353,10.95312,6.006353,8.246696,10.95312,25.149496,27.389839,30.096263,2.240343,2.915311,2.65855,2.65855,1,-19.533966,-19.586356,-19.636533,-19.654272,-19.533966,-19.586356,-19.636533,-19.654272,-0.390823,-0.443213,-0.49339,-0.511129,-0.390823,-0.443213,-0.49339,-0.511129,0.982418,0.982418,0.951061,0.951061,0.948959,0.948959,-0.05239,-0.05239,-0.017738,-0.017738,-0.039976,-0.039976,nonspam
9.617205,4.143135,4.143135,4.855601,9.182319,9.182319,13.325453,13.325453,4.06866,13.685864,13.685864,1,-12.774209,-12.774209,22.391413,16.917343,16.917343,-1.345796,-1.345796,11.428413,11.428413,-14.092011,-14.092011,-23.709216,2.833213,4.317488,6.428105,7.81682,2.833213,4.317488,6.428105,7.81682,15.607422,17.091697,19.202314,15.607422,17.091697,19.202314,20.591029,1.484275,1.484275,16.834652,16.834652,1,10.575717,13.362896,10.575717,11.664341,13.362896,23.349926,24.43855,26.137104,1.088623,1.698555,1.303279,1.303279,1,-12.574174,-12.559081,-12.548483,-12.540921,-12.574174,-12.559081,-12.548483,-12.540921,0.200035,0.215128,0.225726,0.233288,0.200035,0.215128,0.225726,0.233288,1.007591,1.007591,1.010654,1.010654,1.015208,1.015208,0.007562,0.007562,0.015093,0.015093,0.011089,0.011089,nonspam
6.165418,2.639057,2.639057,0.322818,5.584498,5.584498,8.223556,8.223556,5.177763,11.343181,11.343181,1,-14.795134,-14.795134,20.960551,17.434191,17.434191,-0.143113,-0.143113,14.652021,14.652021,-16.134239,-16.134239,-22.299657,2.833213,4.317488,5.351858,7.192182,2.833213,4.317488,5.351858,7.192182,17.628347,19.112622,20.146992,17.628347,19.112622,20.146992,21.987316,1.484275,1.484275,18.855577,18.855577,1,8.903951,12.73874,8.903951,11.421249,12.73874,23.699085,26.216382,27.533874,2.517298,2.738533,2.354335,2.354335,1,-14.574456,-14.499876,-14.509002,-14.509338,-14.574456,-14.499876,-14.509002,-14.509338,0.220677,0.295258,0.286132,0.285795,0.220677,0.295258,0.286132,0.285795,0.999664,0.999664,0.990916,0.990916,1.077432,1.077432,-0.009126,-0.009126,0.07458,0.07458,0.022417,0.022417,nonspam
4.762174,2.484907,2.484907,0.75892,3.343134,3.343134,5.82804,5.82804,3.33738,8.099554,8.099554,1,-16.651543,-16.651543,21.413717,19.13645,19.13645,-0.583312,-0.583312,16.068231,16.068231,-17.805,-17.805,-22.567174,2.079442,2.639057,4.317488,6.622736,2.079442,2.639057,4.317488,6.622736,18.730985,19.290601,20.969031,18.730985,19.290601,20.969031,23.27428,0.559616,0.559616,18.443303,18.443303,1,8.041413,11.561449,8.041413,10.121176,11.561449,24.692956,26.77272,28.212992,2.079763,3.279239,2.559292,2.559292,1,-16.504992,-16.480552,-16.459712,-16.437591,-16.504992,-16.480552,-16.459712,-16.437591,0.146551,0.170992,0.191832,0.213952,0.146551,0.170992,0.191832,0.213952,1.022367,1.022367,1.021059,1.021059,1.024742,1.024742,0.02084,0.02084,0.024441,0.024441,0.022468,0.022468,nonspam
7.282761,0,0,2.830773,3.332205,3.332205,3.332205,3.332205,3.502384,10.785145,10.785145,1,-14.348765,-14.348765,21.631527,14.348765,14.348765,-0.55093,-0.55093,13.797835,13.797835,-14.154262,-14.154262,-21.437023,2.833213,4.317488,6.428105,7.81682,2.833213,4.317488,6.428105,7.81682,17.181979,18.666254,20.776871,17.181979,18.666254,20.776871,22.165585,1.484275,1.484275,18.409208,18.409208,1,10.783301,13.362896,10.783301,12.669744,13.362896,25.132066,27.018509,27.711661,1.886443,3.50054,2.632589,2.632589,1,-14.174957,-14.175593,-14.172699,-14.188784,-14.174957,-14.175593,-14.172699,-14.188784,0.173809,0.173172,0.176066,0.159981,0.173809,0.173172,0.176066,0.159981,0.984044,0.984044,1.002898,1.002898,0.999363,0.999363,-0.016085,-0.016085,0.002894,0.002894,-0.004575,-0.004575,nonspam
1.791759,-50,-50,-1.491655,-50,-50,-50,-50,3.191847,4.983607,4.983607,1,-19.217005,-19.217005,21.008764,-50,-50,-3.337392,-3.337392,15.879613,15.879613,-20.609265,-20.609265,-22.401025,1.386294,1.791759,1.791759,2.079442,1.386294,1.791759,1.791759,2.079442,20.603299,21.008764,21.008764,20.603299,21.008764,21.008764,21.296446,0.405465,0.405465,19.910152,19.910152,1,2.772589,9.787515,2.772589,5.602119,9.787515,21.989593,24.819124,29.00452,2.82953,4.185397,3.34784,3.34784,1,-20.125601,-20.347982,-20.443946,-20.490717,-20.125601,-20.347982,-20.443946,-20.490717,-0.908597,-1.130977,-1.226941,-1.273712,-0.908597,-1.130977,-1.226941,-1.273712,0.954306,0.954306,0.908497,0.908497,0.800611,0.800611,-0.222381,-0.222381,-0.046771,-0.046771,-0.119004,-0.119004,nonspam
2.890372,0.693147,0.693147,-3.757706,0,0,0.693147,0.693147,4.889095,7.779467,7.779467,1,-18.687527,-18.687527,21.577899,19.380674,19.380674,0.627044,0.627044,19.314571,19.314571,-19.779624,-19.779624,-22.669995,1.098612,1.791759,4.976734,6.167516,1.098612,1.791759,4.976734,6.167516,19.786139,20.479286,23.664261,19.786139,20.479286,23.664261,24.855043,0.693147,0.693147,19.786139,19.786139,1,8.295798,11.049953,8.295798,8.805375,11.049953,26.983325,27.492902,29.73748,0.509577,5.405426,4.355478,4.355478,1,-18.666805,-18.664334,-18.641373,-18.637318,-18.666805,-18.664334,-18.641373,-18.637318,0.020722,0.023193,0.046154,0.050209,0.020722,0.023193,0.046154,0.050209,1.004063,1.004063,1.023227,1.023227,1.002474,1.002474,0.002471,0.002471,0.022961,0.022961,0.009872,0.009872,nonspam
10.018511,3.583519,3.583519,5.460516,10.094475,10.094475,13.677994,13.677994,3.479048,13.497559,13.497559,1,-12.800027,-12.800027,22.818538,16.383546,16.383546,-2.458964,-2.458964,10.341063,10.341063,-14.130478,-14.130478,-24.148989,2.833213,3.871201,5.123964,6.622736,2.833213,3.871201,5.123964,6.622736,15.63324,16.671228,17.923991,15.63324,16.671228,17.923991,19.422763,1.037988,1.037988,16.234014,16.234014,1,11.97659,12.73874,11.97659,12.045587,12.73874,24.776617,24.845614,25.538767,0.068997,1.958079,1.219565,1.219565,1,-12.839514,-13.084109,-13.297573,-13.490551,-12.839514,-13.084109,-13.297573,-13.490551,-0.039487,-0.284082,-0.497546,-0.690524,-0.039487,-0.284082,-0.497546,-0.690524,0.824501,0.824501,0.807781,0.807781,0.783021,0.783021,-0.244596,-0.244596,-0.192977,-0.192977,-0.216787,-0.216787,spam
4.736198,3.931826,3.931826,1.689068,2.463853,2.463853,6.395679,6.395679,2.905846,7.642044,7.642044,1,-16.202301,-16.202301,20.938499,20.134126,20.134126,-0.977434,-0.977434,15.224866,15.224866,-17.35636,-17.35636,-22.092558,2.833213,2.890372,4.430817,7.068172,2.833213,2.890372,4.430817,7.068172,19.035514,19.092672,20.633117,19.035514,19.092672,20.633117,23.270473,0.057158,0.057158,16.202301,16.202301,1,6.291569,11.777733,6.291569,9.940205,11.777733,22.49387,26.142506,27.980034,3.648636,3.648636,2.802149,2.802149,1,-16.12263,-16.087961,-16.070203,-16.043367,-16.12263,-16.087961,-16.070203,-16.043367,0.07967,0.114339,0.132098,0.158933,0.07967,0.114339,0.132098,0.158933,1.027199,1.027199,1.017917,1.017917,1.035277,1.035277,0.017758,0.017758,0.034669,0.034669,0.026445,0.026445,nonspam
5.389072,3.091042,3.091042,1.784825,3.590739,3.590739,6.681782,6.681782,3.108735,8.497806,8.497806,1,-16.137743,-16.137743,21.526815,19.228786,19.228786,-0.638186,-0.638186,15.499557,15.499557,-17.132542,-17.132542,-22.521613,2.833213,3.465736,5.676754,6.320768,2.833213,3.465736,5.676754,6.320768,18.970957,19.603479,21.814497,18.970957,19.603479,21.814497,22.458512,0.632523,0.632523,18.845794,18.845794,1,7.032624,11.914409,7.032624,9.585759,11.914409,23.170368,25.723502,28.052153,2.553134,2.553134,2.243716,2.243716,1,-16.039934,-16.067273,-16.087863,-16.115999,-16.039934,-16.067273,-16.087863,-16.115999,0.09781,0.070471,0.049881,0.021745,0.09781,0.070471,0.049881,0.021745,0.972256,0.972256,0.979621,0.979621,0.973031,0.973031,-0.028136,-0.028136,-0.02059,-0.02059,-0.025349,-0.025349,nonspam
2.833213,0,0,0.415317,0,0,0,0,2.170733,5.003946,5.003946,1,-16.722467,-16.722467,19.555681,16.722467,16.722467,-1.096384,-1.096384,15.626084,15.626084,-18.061234,-18.061234,-20.894448,1.386294,2.079442,2.564949,4.454347,1.386294,2.079442,2.564949,4.454347,18.108762,18.801909,19.287417,18.108762,18.801909,19.287417,21.176815,0.693147,0.693147,18.108762,18.108762,1,4.025352,8.090709,4.025352,7.759187,8.090709,20.747819,24.481655,24.813176,3.733836,3.733836,2.74141,2.74141,1,-16.654714,-16.565144,-16.510336,-16.517577,-16.654714,-16.565144,-16.510336,-16.517577,0.067753,0.157323,0.212131,0.20489,0.067753,0.157323,0.212131,0.20489,0.992785,0.992785,1.056338,1.056338,1.093704,1.093704,-0.007241,-0.007241,0.08957,0.08957,0.04651,0.04651,nonspam
4.094345,3.258097,3.258097,-0.880796,5.989054,5.989054,9.247151,9.247151,3.544335,7.63868,7.63868,1,-17.846226,-17.846226,21.940571,21.104323,21.104323,-0.570215,-0.570215,17.276011,17.276011,-19.098894,-19.098894,-23.193239,1.098612,1.609438,5.420535,6.098074,1.098612,1.609438,5.420535,6.098074,18.944838,19.455664,23.266761,18.944838,19.455664,23.266761,23.9443,0.510826,0.510826,18.539373,18.539373,1,6.09131,12.011018,6.09131,10.102502,12.011018,23.937536,27.948729,29.857245,4.011192,4.011192,3.140156,3.140156,1,-17.796082,-17.821661,-17.856978,-17.895621,-17.796082,-17.821661,-17.856978,-17.895621,0.050144,0.024565,-0.010752,-0.049395,0.050144,0.024565,-0.010752,-0.049395,0.962094,0.962094,0.9653,0.9653,0.974745,0.974745,-0.038643,-0.038643,-0.025579,-0.025579,-0.033164,-0.033164,nonspam
1.94591,-50,-50,-0.790311,-50,-50,-50,-50,1.985915,3.931826,3.931826,1,-18.282072,-18.282072,20.227982,-50,-50,-1.126073,-1.126073,17.155999,17.155999,-19.677619,-19.677619,-21.623529,0.693147,1.609438,3.828641,4.077537,0.693147,1.609438,3.828641,4.077537,18.975219,19.89151,22.110713,18.975219,19.89151,22.110713,22.359609,0.916291,0.916291,19.380684,19.380684,1,4.174387,11.294981,4.174387,7.273786,11.294981,22.456459,25.555858,29.577053,3.099399,4.021195,3.370028,3.370028,1,-19.415306,-19.746738,-19.852351,-19.914845,-19.415306,-19.746738,-19.852351,-19.914845,-1.133234,-1.464666,-1.570279,-1.632773,-1.133234,-1.464666,-1.570279,-1.632773,0.939419,0.939419,0.899773,0.899773,0.717895,0.717895,-0.331432,-0.331432,-0.062494,-0.062494,-0.159744,-0.159744,nonspam
4.025352,2.484907,2.484907,0.615001,3.066262,3.066262,5.551169,5.551169,3.270383,7.295735,7.295735,1,-16.607823,-16.607823,20.633175,19.09273,19.09273,-1.044692,-1.044692,15.563131,15.563131,-16.953317,-16.953317,-20.978668,2.833213,2.70805,3.583519,5.697093,2.833213,2.70805,3.583519,5.697093,19.441036,19.315873,20.191342,19.441036,19.315873,20.191342,22.304916,-0.125163,-0.125163,-50,-50,1,5.42495,10.078659,5.42495,8.320205,10.078659,22.032773,24.928027,26.686481,2.895255,2.895255,2.231631,2.231631,1,-16.445606,-16.403578,-16.379548,-16.364299,-16.445606,-16.403578,-16.379548,-16.364299,0.162216,0.204245,0.228275,0.243523,0.162216,0.204245,0.228275,0.243523,1.015365,1.015365,1.024321,1.024321,1.042924,1.042924,0.015248,0.015248,0.042028,0.042028,0.027165,0.027165,nonspam
0.693147,-50,-50,-3.834061,-50,-50,-50,-50,4.197202,4.890349,4.890349,1,-19.948117,-19.948117,20.641265,-50,-50,0.150703,0.150703,20.09882,20.09882,-21.336809,-21.336809,-22.029956,0.693147,0.693147,2.833213,5.117994,0.693147,0.693147,2.833213,5.117994,20.641265,20.641265,22.781331,20.641265,20.641265,22.781331,25.066111,0,0,-50,-50,1,4.189655,10.82576,4.189655,6.226537,10.82576,24.137772,26.174654,30.773878,2.036882,4.599224,3.843557,3.843557,1,-20.961775,-20.930235,-20.858552,-20.775471,-20.961775,-20.930235,-20.858552,-20.775471,-1.013658,-0.982118,-0.910435,-0.827354,-1.013658,-0.982118,-0.910435,-0.827354,1.086629,1.086629,1.074315,1.074315,1.032042,1.032042,0.03154,0.03154,0.083081,0.083081,0.062345,0.062345,nonspam
3.663562,2.302585,2.302585,0.067943,2.112964,2.112964,4.415549,4.415549,3.314652,6.978214,6.978214,1,-16.887931,-16.887931,20.551493,19.190516,19.190516,-0.6211,-0.6211,16.266831,16.266831,-16.110042,-16.110042,-19.773604,2.302585,3.178054,5.420535,6.144186,2.302585,3.178054,5.420535,6.144186,19.190516,20.065985,22.308466,19.190516,20.065985,22.308466,23.032117,0.875469,0.875469,19.526988,19.526988,1,6.51323,10.850579,6.51323,8.496174,10.850579,23.401161,25.384105,27.73851,1.982944,2.849668,2.458962,2.458962,1,-16.695947,-16.608865,-16.652865,-16.708411,-16.695947,-16.608865,-16.652865,-16.708411,0.191984,0.279066,0.235066,0.17952,0.191984,0.279066,0.235066,0.17952,0.945969,0.945969,0.956954,0.956954,1.090986,1.090986,-0.055545,-0.055545,0.087082,0.087082,-0.002032,-0.002032,nonspam
3.7612,2.772589,2.772589,0.829128,3.138048,3.138048,5.910637,5.910637,2.579159,6.340359,6.340359,1,-16.88222,-16.88222,20.64342,19.654808,19.654808,-0.625646,-0.625646,16.256574,16.256574,-18.264807,-18.264807,-22.026007,2.833213,2.639057,3.828641,3.951244,2.833213,2.639057,3.828641,3.951244,19.715433,19.521277,20.710861,19.715433,19.521277,20.710861,20.833463,-0.194156,-0.194156,-50,-50,1,5.247024,9.000607,5.247024,8.702676,9.000607,22.129244,25.584896,25.882826,3.455652,3.455652,2.524251,2.524251,1,-17.060505,-17.088131,-17.076315,-17.046755,-17.060505,-17.088131,-17.076315,-17.046755,-0.178285,-0.205911,-0.194096,-0.164535,-0.178285,-0.205911,-0.194096,-0.164535,1.030002,1.030002,1.011885,1.011885,0.972753,0.972753,-0.027625,-0.027625,0.02956,0.02956,0.004868,0.004868,nonspam
5.765191,2.397895,2.397895,1.836436,3.709499,3.709499,6.107394,6.107394,3.300586,9.065777,9.065777,1,-15.662271,-15.662271,21.427462,18.060166,18.060166,-0.613857,-0.613857,15.048413,15.048413,-17.049647,-17.049647,-22.814838,2.197225,2.564949,2.890372,6.622736,2.197225,2.564949,2.890372,6.622736,17.859495,18.22722,18.552642,17.859495,18.22722,18.552642,22.285007,0.367725,0.367725,17.048565,17.048565,1,6.011267,11.65828,6.011267,8.171317,11.65828,21.673538,23.833588,27.320551,2.16005,3.486964,2.654113,2.654113,1,-15.46789,-15.427123,-15.39003,-15.35552,-15.46789,-15.427123,-15.39003,-15.35552,0.19438,0.235147,0.272241,0.30675,0.19438,0.235147,0.272241,0.30675,1.035112,1.035112,1.03779,1.03779,1.041609,1.041609,0.03451,0.03451,0.040767,0.040767,0.03746,0.03746,nonspam
3.044522,1.609438,1.609438,0.609116,2.484907,2.484907,4.094345,4.094345,2.125962,5.170484,5.170484,1,-17.159088,-17.159088,20.20361,18.768526,18.768526,-0.627047,-0.627047,16.53204,16.53204,-18.329381,-18.329381,-21.373903,1.386294,1.791759,2.484907,3.912023,1.386294,1.791759,2.484907,3.912023,18.545382,18.950847,19.643994,18.545382,18.950847,19.643994,21.071111,0.405465,0.405465,17.852235,17.852235,1,4.394449,8.580356,4.394449,5.17615,8.580356,21.553537,22.335238,25.739444,0.781701,3.404206,2.488587,2.488587,1,-17.020595,-16.981356,-16.943509,-16.908071,-17.020595,-16.981356,-16.943509,-16.908071,0.138493,0.177732,0.215579,0.251017,0.138493,0.177732,0.215579,0.251017,1.036073,1.036073,1.038572,1.038572,1.04002,1.04002,0.035438,0.035438,0.039239,0.039239,0.037509,0.037509,nonspam
